Subsystem,File,Symbol,Type,Parameters,Returns,Description
frontend,frontend/src/app/components/MediaFullscreen.tsx,MediaFullscreenProps,interface,"src: string; title: string; type: ; hotspots: Hotspot[]; onHotspotClick: ; nodeId: number, sourceMediaXmlId?; resolveXref: ; xmlId: string",TypeScript interface,Interface defining shape of MediaFullscreenProps objects
frontend,frontend/src/app/components/MediaFullscreen.tsx,beginPan,function,e: React.PointerEvent,,Function: beginPan
frontend,frontend/src/app/components/MediaFullscreen.tsx,close,function,,,Function: close
frontend,frontend/src/app/components/MediaFullscreen.tsx,endPan,function,e: React.PointerEvent,,Function: endPan
frontend,frontend/src/app/components/MediaFullscreen.tsx,handlePan,function,e: React.PointerEvent,,Event handler for Pan action
frontend,frontend/src/app/components/MediaFullscreen.tsx,handleZoomIn,function,,,Event handler for ZoomIn action
frontend,frontend/src/app/components/MediaFullscreen.tsx,handleZoomOut,function,,,Event handler for ZoomOut action
frontend,frontend/src/app/components/MediaFullscreen.tsx,onKey,function,e: KeyboardEvent,,Callback for Key event
frontend,frontend/src/app/components/MediaFullscreen.tsx,resetView,function,,,Function: resetView
frontend,frontend/src/app/components/ModelViewer3D.tsx,AssemblyScene,component,"{ url, explodeAmount, meshHotspots, onHotspotClick, selectedMesh, onSelectMesh, refitRef, }: { url: string; explodeAmount: number; meshHotspots?: MeshHotspot[]; onHotspotClick?: (hs: MeshHotspot, idx:",JSX.Element,React component rendering AssemblyScene UI
frontend,frontend/src/app/components/ModelViewer3D.tsx,CameraSetup,component,"{ meshInfos, refitRef, }: { meshInfos: MeshInfo[]; refitRef: React.MutableRefObject<(",JSX.Element,React component rendering CameraSetup UI
frontend,frontend/src/app/components/ModelViewer3D.tsx,LoadingFallback,component,,JSX.Element,React component rendering LoadingFallback UI
frontend,frontend/src/app/components/ModelViewer3D.tsx,MeshInfo,interface,name: string; displayName: string; geometry: THREE.BufferGeometry; originalMaterial: THREE.Material | THREE.Material[]; hoverMaterial: THREE.MeshStandardMaterial; highlightMaterial: THREE.MeshStandardMaterial; worldPosition: THREE.Vector3; worldQuaternion: THREE.Quaternion,TypeScript interface,Interface defining shape of MeshInfo objects
frontend,frontend/src/app/components/ModelViewer3D.tsx,ModelViewer3D,component,"{ url, meshHotspots, onHotspotClick, autoRotate = true, }: ModelViewer3DProps",JSX.Element,React component rendering ModelViewer3D UI
frontend,frontend/src/app/components/ModelViewer3D.tsx,ModelViewer3DProps,interface,"url: string; meshHotspots: MeshHotspot[]; onHotspotClick: ; hs: MeshHotspot, meshIndex; autoRotate: boolean",TypeScript interface,Interface defining shape of ModelViewer3DProps objects
frontend,frontend/src/app/components/ModelViewer3D.tsx,cleanName,function,raw: string,string,Function: cleanName
frontend,frontend/src/app/components/ModelViewer3D.tsx,handleClick,function,e: { stopPropagation: (,,Event handler for Click action
frontend,frontend/src/app/components/NotepadDialog.tsx,NotepadDialog,component,"{ isOpen, onClose, onSave, initialContent = """", currentTopic }: NotepadDialogProps",JSX.Element,React component rendering NotepadDialog UI
frontend,frontend/src/app/components/NotepadDialog.tsx,NotepadDialogProps,interface,isOpen: boolean; onClose: ; onSave: ; content: string; initialContent: string; currentTopic: ; title: string; path: string,TypeScript interface,Interface defining shape of NotepadDialogProps objects
frontend,frontend/src/app/components/NotepadDialog.tsx,handleClose,function,,,Event handler for Close action
frontend,frontend/src/app/components/NotepadDialog.tsx,handleSave,function,,,Event handler for Save action
frontend,frontend/src/app/components/NotesListDialog.tsx,NotesListDialog,component,"{ isOpen, onClose, notes, onDeleteNote, onEditNote, }: NotesListDialogProps",JSX.Element,React component rendering NotesListDialog UI
frontend,frontend/src/app/components/NotesListDialog.tsx,NotesListDialogProps,interface,isOpen: boolean; onClose: ; notes: Array<; id: string; content: string; date: string; topic: string; topicPath: string,TypeScript interface,Interface defining shape of NotesListDialogProps objects
frontend,frontend/src/app/components/PrepagesViewer.tsx,PrepagesViewer,component,"{ open, onClose, url, title }: PrepagesViewerProps",JSX.Element,React component rendering PrepagesViewer UI
frontend,frontend/src/app/components/PrepagesViewer.tsx,PrepagesViewerProps,interface,open: boolean; onClose: ; url: string; title: string,TypeScript interface,Interface defining shape of PrepagesViewerProps objects
frontend,frontend/src/app/components/Sidebar.tsx,Sidebar,component,"{ isOpen, tocItems, onItemClick, activeItemId }: SidebarProps",JSX.Element,React component rendering Sidebar UI
frontend,frontend/src/app/components/Sidebar.tsx,SidebarProps,interface,isOpen: boolean; tocItems: TocItem[]; onItemClick: ; id: string; activeItemId: string,TypeScript interface,Interface defining shape of SidebarProps objects
frontend,frontend/src/app/components/Sidebar.tsx,TocNode,component,"{ item, onItemClick, level = 0, activeId, expandedIds }: { item: TocItem; onItemClick: (id: string",JSX.Element,React component rendering TocNode UI
frontend,frontend/src/app/components/Sidebar.tsx,findAncestorIds,function,"items: TocItem[], targetId: string",Set<string>,Function: findAncestorIds
frontend,frontend/src/app/components/Sidebar.tsx,handleClick,function,,,Event handler for Click action
frontend,frontend/src/app/components/Sidebar.tsx,walk,function,"nodes: TocItem[], ancestors: string[]",boolean,Function: walk
frontend,frontend/src/app/components/StatusBar.tsx,StatusBar,component,"{ username, userRole, currentPage, totalPages }: StatusBarProps",JSX.Element,React component rendering StatusBar UI
frontend,frontend/src/app/components/StatusBar.tsx,StatusBarProps,interface,username: string; userRole: string; currentPage: number; totalPages: number,TypeScript interface,Interface defining shape of StatusBarProps objects
frontend,frontend/src/app/components/TopBar.tsx,TopBar,component,"{ docTitle, username, userRole, classification }: TopBarProps",JSX.Element,React component rendering TopBar UI
frontend,frontend/src/app/components/TopBar.tsx,TopBarProps,interface,docTitle: string; username: string; userRole: string; classification: string,TypeScript interface,Interface defining shape of TopBarProps objects
frontend,frontend/src/app/components/TopBar.tsx,toggleLanguage,function,,,Function: toggleLanguage
frontend,frontend/src/app/components/figma/ImageWithFallback.tsx,ImageWithFallback,component,props: React.ImgHTMLAttributes<HTMLImageElement>,JSX.Element,React component rendering ImageWithFallback UI
frontend,frontend/src/app/components/figma/ImageWithFallback.tsx,handleError,function,,,Event handler for Error action
frontend,frontend/src/app/components/knowledge-tree/TreeCanvas.tsx,TreeCanvas,component,"{ nodes, expandedNodes, onToggle, onLeafClick, accentColor, transform, onTransformChange, }: TreeCanvasProps",JSX.Element,React component rendering TreeCanvas UI
frontend,frontend/src/app/components/knowledge-tree/TreeCanvas.tsx,TreeCanvasProps,interface,"nodes: Map<string, LayoutNode>; expandedNodes: Set<string>; onToggle: ; id: string; onLeafClick: ; id: string; accentColor: string; transform:",TypeScript interface,Interface defining shape of TreeCanvasProps objects
frontend,frontend/src/app/components/knowledge-tree/TreeConnectors.tsx,TreeConnectors,component,"{ nodes, accentColor }: TreeConnectorsProps",JSX.Element,React component rendering TreeConnectors UI
frontend,frontend/src/app/components/knowledge-tree/TreeConnectors.tsx,TreeConnectorsProps,interface,"nodes: Map<string, LayoutNode>; accentColor: string",TypeScript interface,Interface defining shape of TreeConnectorsProps objects
frontend,frontend/src/app/components/knowledge-tree/TreeNode.tsx,TreeNode,component,"{ node, isExpanded, onToggle, onLeafClick, accentColor, index, }: TreeNodeProps",JSX.Element,React component rendering TreeNode UI
frontend,frontend/src/app/components/knowledge-tree/TreeNode.tsx,TreeNodeProps,interface,node: LayoutNode; isExpanded: boolean; onToggle: ; id: string; onLeafClick: ; id: string; accentColor: string; index: number,TypeScript interface,Interface defining shape of TreeNodeProps objects
frontend,frontend/src/app/components/knowledge-tree/TreeNode.tsx,handleClick,function,,,Event handler for Click action
frontend,frontend/src/app/components/knowledge-tree/types.ts,LayoutNode,interface,id: string; title: string; nodeType: TocItem[; x: number; y: number; width: number; height: number; depth: number,TypeScript interface,Interface defining shape of LayoutNode objects
frontend,frontend/src/app/components/knowledge-tree/useTreeLayout.ts,layout,function,"item: TocItem, depth: number, parentId: string | null",LayoutNode,Function: layout
frontend,frontend/src/app/components/knowledge-tree/useTreeLayout.ts,useTreeLayout,function,"root: TocItem | null, expandedNodes: Set<string>,","Map<string, LayoutNode>",Custom hook providing TreeLayout state/logic
frontend,frontend/src/app/pages/AdminLayout.tsx,AdminLayout,component,,JSX.Element,React component rendering AdminLayout UI
frontend,frontend/src/app/pages/admin/GroupsPage.tsx,GroupFormData,type_alias,{ name: string,TypeScript type,Type alias for GroupFormData
frontend,frontend/src/app/pages/admin/GroupsPage.tsx,GroupsPage,component,,JSX.Element,React component rendering GroupsPage UI
frontend,frontend/src/app/pages/admin/GroupsPage.tsx,handleDelete,function,group: Group,,Event handler for Delete action
frontend,frontend/src/app/pages/admin/GroupsPage.tsx,handleSave,function,,,Event handler for Save action
frontend,frontend/src/app/pages/admin/GroupsPage.tsx,openCreate,function,,,Function: openCreate
frontend,frontend/src/app/pages/admin/GroupsPage.tsx,openEdit,function,group: Group,,Function: openEdit
frontend,frontend/src/app/pages/admin/UsersPage.tsx,UserFormData,type_alias,{   username: string,TypeScript type,Type alias for UserFormData
frontend,frontend/src/app/pages/admin/UsersPage.tsx,UsersPage,component,,JSX.Element,React component rendering UsersPage UI
frontend,frontend/src/app/pages/admin/UsersPage.tsx,handleDelete,function,user: AdminUser,,Event handler for Delete action
frontend,frontend/src/app/pages/admin/UsersPage.tsx,handleSave,function,,,Event handler for Save action
frontend,frontend/src/app/pages/admin/UsersPage.tsx,handleSearch,function,e: React.ChangeEvent<HTMLInputElement>,,Event handler for Search action
frontend,frontend/src/app/pages/admin/UsersPage.tsx,handleSearchSubmit,function,e: React.FormEvent,,Event handler for SearchSubmit action
frontend,frontend/src/app/pages/admin/UsersPage.tsx,handleToggleStatus,function,user: AdminUser,,Event handler for ToggleStatus action
frontend,frontend/src/app/pages/admin/UsersPage.tsx,openCreate,function,,,Function: openCreate
frontend,frontend/src/app/pages/admin/UsersPage.tsx,openEdit,function,user: AdminUser,,Function: openEdit
frontend,frontend/src/context/AuthContext.tsx,AuthContextValue,interface,"user: AuthUser | null; token: string | null; isLoading: boolean; login: ; username: string, password; logout:",TypeScript interface,Interface defining shape of AuthContextValue objects
frontend,frontend/src/context/AuthContext.tsx,AuthProvider,component,{ children }: { children: ReactNode },JSX.Element,React component rendering AuthProvider UI
frontend,frontend/src/context/AuthContext.tsx,handle,function,,,Context provider/hook for authcontext state
frontend,frontend/src/context/AuthContext.tsx,useAuth,function,,AuthContextValue,Custom hook providing Auth state/logic
frontend,frontend/src/context/NetworkContext.tsx,NetworkContextValue,interface,isOnline: boolean,TypeScript interface,Interface defining shape of NetworkContextValue objects
frontend,frontend/src/context/NetworkContext.tsx,NetworkProvider,component,{ children }: { children: ReactNode },JSX.Element,React component rendering NetworkProvider UI
frontend,frontend/src/context/NetworkContext.tsx,useNetwork,function,,,Custom hook providing Network state/logic
frontend,frontend/src/context/ThemeContext.tsx,ThemeContextValue,interface,currentTheme: ThemePreset; setTheme: ; id: string; themes: ThemePreset[],TypeScript interface,Interface defining shape of ThemeContextValue objects
frontend,frontend/src/context/ThemeContext.tsx,ThemeProvider,component,{ children }: { children: ReactNode },JSX.Element,React component rendering ThemeProvider UI
frontend,frontend/src/context/ThemeContext.tsx,applyTheme,function,theme: ThemePreset,,Context provider/hook for themecontext state
frontend,frontend/src/context/ThemeContext.tsx,setTheme,function,id: string,,Context provider/hook for themecontext state
frontend,frontend/src/context/ThemeContext.tsx,useTheme,function,,,Custom hook providing Theme state/logic
frontend,frontend/src/lib/apiClient.ts,ApiError,class,,instance,Class: ApiError
frontend,frontend/src/lib/apiClient.ts,buildHeaders,function,body?: unknown,HeadersInit,Function: buildHeaders
frontend,frontend/src/lib/apiClient.ts,getToken,function,,string | null,Fetches ken data from API
frontend,frontend/src/lib/apiClient.ts,handleResponse,function,res: Response,Promise<T>,Event handler for Response action
frontend,frontend/src/lib/db.ts,IETMSchema,interface,toc: ; key: string; value: TocItem[],TypeScript interface,Interface defining shape of IETMSchema objects
frontend,frontend/src/lib/db.ts,PendingSyncAction,type_alias,"| { type: ""bookmark_add""",TypeScript type,Type alias for PendingSyncAction
frontend,frontend/src/lib/db.ts,PendingSyncEntry,interface,id: number; action: PendingSyncAction; createdAt: number,TypeScript interface,Interface defining shape of PendingSyncEntry objects
frontend,frontend/src/lib/db.ts,getDb,function,,Promise<IDBPDatabase<IETMSchema>>,Fetches Db data from API
frontend,frontend/src/lib/syncQueue.ts,drainSyncQueue,function,,Promise<void>,Function: drainSyncQueue
frontend,frontend/src/lib/syncQueue.ts,registerSyncListeners,function,,void,Function: registerSyncListeners
frontend,frontend/src/lib/types.ts,AdminUser,interface,id: number; username: string; role: ; department: string | null; is_active: boolean,TypeScript interface,Interface defining shape of AdminUser objects
frontend,frontend/src/lib/types.ts,AuthUser,interface,id: number; username: string; role: ; department: string | null,TypeScript interface,Interface defining shape of AuthUser objects
frontend,frontend/src/lib/types.ts,Bookmark,interface,id: string; title: string; path: string; date: string,TypeScript interface,Interface defining shape of Bookmark objects
frontend,frontend/src/lib/types.ts,BreadcrumbItem,interface,id: number; title: string,TypeScript interface,Interface defining shape of BreadcrumbItem objects
frontend,frontend/src/lib/types.ts,ChapterIndex,interface,figures: ChapterIndexFigure[]; tables: ChapterIndexTable[],TypeScript interface,Interface defining shape of ChapterIndex objects
frontend,frontend/src/lib/types.ts,ChapterIndexFigure,interface,xmlId: string; number: string; title: string; nodeId: number; nodeTitle: string,TypeScript interface,Interface defining shape of ChapterIndexFigure objects
frontend,frontend/src/lib/types.ts,ChapterIndexTable,interface,xmlId: string; number: string; title: string; nodeId: number; nodeTitle: string,TypeScript interface,Interface defining shape of ChapterIndexTable objects
frontend,frontend/src/lib/types.ts,ContentBlock,interface,blockType: string; contentHtml: string; blockId: number | null; xmlId: string; media: MediaItem | null; leafXmlId: string,TypeScript interface,Interface defining shape of ContentBlock objects
frontend,frontend/src/lib/types.ts,Group,interface,id: number; name: string; description: string,TypeScript interface,Interface defining shape of Group objects
frontend,frontend/src/lib/types.ts,Hotspot,interface,x: number; y: number; width: number; height: number; label: string; targetNodeId: number | null; targetXmlId: string,TypeScript interface,Interface defining shape of Hotspot objects
frontend,frontend/src/lib/types.ts,MediaItem,interface,id: number; type: ; url: string; title: string; xmlId: string; hotspots: Hotspot[]; meshHotspots: MeshHotspot[],TypeScript interface,Interface defining shape of MediaItem objects
frontend,frontend/src/lib/types.ts,MeshHotspot,interface,meshName: string; targetNodeId: number | null; targetXmlId: string; text: string,TypeScript interface,Interface defining shape of MeshHotspot objects
frontend,frontend/src/lib/types.ts,Note,interface,id: string; content: string; date: string; topic: string; topicPath: string,TypeScript interface,Interface defining shape of Note objects
frontend,frontend/src/lib/types.ts,SearchResult,interface,nodeId: number; nodeTitle: string; snippet: string; anchorId: string,TypeScript interface,Interface defining shape of SearchResult objects
frontend,frontend/src/lib/types.ts,TocItem,interface,id: string; parentId: string | null; title: string; nodeType: ; level: number; order: number; path: string; hasContent: boolean,TypeScript interface,Interface defining shape of TocItem objects
frontend,frontend/src/lib/types.ts,TopicContent,interface,node: ; id: number; title: string; number: string; nodeType: string; path: string,TypeScript interface,Interface defining shape of TopicContent objects
frontend,frontend/src/services/activityService.ts,getUserId,function,,string | null,Service object exposing activityservice API methods
frontend,frontend/src/services/authService.ts,LoginResponse,interface,success: boolean; token: string; user: AuthUser,TypeScript interface,Interface defining shape of LoginResponse objects
frontend,frontend/src/services/authService.ts,clearAuthStorage,function,,,Service object exposing authservice API methods
frontend,frontend/src/services/bookmarkService.ts,ApiBookmark,interface,id: number; user_id: number; topic_title: string; topic_path: string; created_at: string | null,TypeScript interface,Interface defining shape of ApiBookmark objects
frontend,frontend/src/services/bookmarkService.ts,adapt,function,b: ApiBookmark,Bookmark,Service object exposing bookmarkservice API methods
frontend,frontend/src/services/chatService.ts,ChatMessage,interface,role: ; content: string,TypeScript interface,Interface defining shape of ChatMessage objects
frontend,frontend/src/services/chatService.ts,SourceCitation,interface,node_pk: number; node_title: string; node_number: string; xml_id: string; doc_pk: number,TypeScript interface,Interface defining shape of SourceCitation objects
frontend,frontend/src/services/chatService.ts,StreamCallbacks,interface,onSources: ; sources: SourceCitation[]; onToken: ; token: string; onDone: ; onError: ; message: string,TypeScript interface,Interface defining shape of StreamCallbacks objects
frontend,frontend/src/services/chatService.ts,streamChat,function,"query: string, history: ChatMessage[], callbacks: StreamCallbacks, docPk?: number | null,",AbortController,Service object exposing chatservice API methods
frontend,frontend/src/services/contentService.ts,AbbreviationEntry,interface,abbr: string; full: string,TypeScript interface,Interface defining shape of AbbreviationEntry objects
frontend,frontend/src/services/contentService.ts,AbbreviationsPayload,interface,title: string; rows: AbbreviationEntry[],TypeScript interface,Interface defining shape of AbbreviationsPayload objects
frontend,frontend/src/services/contentService.ts,DocumentInfo,interface,doc_id: string; title: string; doc_type: string; classification: string,TypeScript interface,Interface defining shape of DocumentInfo objects
frontend,frontend/src/services/contentService.ts,FlatTocItem,interface,id: number; parentId: number | null; title: string; nodeType: string; level: number; order: number; path: string; hasContent: boolean,TypeScript interface,Interface defining shape of FlatTocItem objects
frontend,frontend/src/services/contentService.ts,PrepagesInfo,interface,url: string; title: string; filename: string,TypeScript interface,Interface defining shape of PrepagesInfo objects
frontend,frontend/src/services/contentService.ts,buildTree,function,flat: FlatTocItem[],TocItem[],Service object exposing contentservice API methods
frontend,frontend/src/services/notesService.ts,ApiNote,interface,topic_id: string; topic_title: string; user_id: number; content: string; updated_at: string,TypeScript interface,Interface defining shape of ApiNote objects
frontend,frontend/src/services/notesService.ts,adapt,function,n: ApiNote,Note,Service object exposing notesservice API methods
image-upload,Image Upload Form Design (1)/server/autoDetect.ts,DetectedPhrase,interface,text: string; bbox: ; x0: number; y0: number; x1: number; y1: number,TypeScript interface,Interface defining shape of DetectedPhrase objects
image-upload,Image Upload Form Design (1)/server/autoDetect.ts,DetectedWord,interface,text: string; confidence: number; bbox: ; x0: number; y0: number; x1: number; y1: number,TypeScript interface,Interface defining shape of DetectedWord objects
image-upload,Image Upload Form Design (1)/server/autoDetect.ts,ImageDimensions,interface,width: number; height: number,TypeScript interface,Interface defining shape of ImageDimensions objects
image-upload,Image Upload Form Design (1)/server/autoDetect.ts,autoDetectHotspots,function,"imagePath: string, sections: SectionInfo[]",Promise<HotspotData[]>,Function: autoDetectHotspots
image-upload,Image Upload Form Design (1)/server/autoDetect.ts,autoDetectHotspotsAI,function,"imagePath: string, sections: SectionInfo[]",Promise<HotspotData[]>,Function: autoDetectHotspotsAI
image-upload,Image Upload Form Design (1)/server/autoDetect.ts,detectHotspots,function,"imagePath: string, sections: SectionInfo[], mode: ""exact"" | ""semantic""",Promise<HotspotData[]>,Function: detectHotspots
image-upload,Image Upload Form Design (1)/server/autoDetect.ts,extractWords,function,"page: Tesseract.Page, minConf: number",DetectedWord[],Function: extractWords
image-upload,Image Upload Form Design (1)/server/autoDetect.ts,getImageDimensions,function,filePath: string,ImageDimensions | null,Fetches ageDimensions data from API
image-upload,Image Upload Form Design (1)/server/autoDetect.ts,matchSection,function,"label: string, sections: SectionInfo[], mode: ""exact"" | ""fuzzy"" | ""semantic""",Promise<,Function: matchSection
image-upload,Image Upload Form Design (1)/server/autoDetect.ts,mergeWordsIntoPhrases,function,"words: DetectedWord[], dims: ImageDimensions, seenLabels: Set<string>",DetectedPhrase[],Function: mergeWordsIntoPhrases
image-upload,Image Upload Form Design (1)/server/autoDetect.ts,normalize,function,text: string,string,Function: normalize
image-upload,Image Upload Form Design (1)/server/autoDetect.ts,ocrRegion,function,"imagePath: string, sections: SectionInfo[], xPct: number, yPct: number, wPct: number, hPct: number",Promise<,Function: ocrRegion
image-upload,Image Upload Form Design (1)/server/autoDetect.ts,phraseToHotspot,function,"phrase: DetectedPhrase, dims: ImageDimensions",,Function: phraseToHotspot
image-upload,Image Upload Form Design (1)/server/autoDetect.ts,runOCR,function,"imagePath: string, dims: ImageDimensions, enhanced = false",Promise<DetectedPhrase[]>,Function: runOCR
image-upload,Image Upload Form Design (1)/server/embeddingService.ts,clearEmbeddingCache,function,,void,Service object exposing embeddingservice API methods
image-upload,Image Upload Form Design (1)/server/embeddingService.ts,cosineSimilarity,function,"a: number[], b: number[]",number,Service object exposing embeddingservice API methods
image-upload,Image Upload Form Design (1)/server/embeddingService.ts,getEmbedding,function,text: string,Promise<number[] | null>,Service object exposing embeddingservice API methods
image-upload,Image Upload Form Design (1)/server/embeddingService.ts,getOrComputeSectionEmbeddings,function,sections: SectionInfo[],Promise<void>,Service object exposing embeddingservice API methods
image-upload,Image Upload Form Design (1)/server/embeddingService.ts,isOllamaAvailable,function,,Promise<boolean>,Service object exposing embeddingservice API methods
image-upload,Image Upload Form Design (1)/server/embeddingService.ts,l2Norm,function,v: number[],number,Service object exposing embeddingservice API methods
image-upload,Image Upload Form Design (1)/server/embeddingService.ts,normalize,function,text: string,string,Service object exposing embeddingservice API methods
image-upload,Image Upload Form Design (1)/server/embeddingService.ts,semanticMatch,function,"label: string, sections: SectionInfo[]",Promise<,Service object exposing embeddingservice API methods
image-upload,Image Upload Form Design (1)/server/index.ts,checkExpiry,function,,boolean,Function: checkExpiry
image-upload,Image Upload Form Design (1)/server/xmlService.ts,DocumentInfo,interface,docId: string; title: string,TypeScript interface,Interface defining shape of DocumentInfo objects
image-upload,Image Upload Form Design (1)/server/xmlService.ts,FigureData,interface,id: string; number: string; title: string; graphicSrc: string; hotspots: HotspotData[],TypeScript interface,Interface defining shape of FigureData objects
image-upload,Image Upload Form Design (1)/server/xmlService.ts,HotspotData,interface,x: number; y: number; w: number; h: number; label: string; desc: string; target: string; matchSource:,TypeScript interface,Interface defining shape of HotspotData objects
image-upload,Image Upload Form Design (1)/server/xmlService.ts,SectionInfo,interface,id: string; number: string; title: string; level: number,TypeScript interface,Interface defining shape of SectionInfo objects
image-upload,Image Upload Form Design (1)/server/xmlService.ts,getDocsRoot,function,,string | null,Service object exposing xmlservice API methods
image-upload,Image Upload Form Design (1)/server/xmlService.ts,getElementsByTagName,function,"parent: Node, tag: string",Element[],Service object exposing xmlservice API methods
image-upload,Image Upload Form Design (1)/server/xmlService.ts,getFigures,function,docId: string,FigureData[],Service object exposing xmlservice API methods
image-upload,Image Upload Form Design (1)/server/xmlService.ts,getImagesDir,function,docId: string,string,Service object exposing xmlservice API methods
image-upload,Image Upload Form Design (1)/server/xmlService.ts,getSections,function,docId: string,SectionInfo[],Service object exposing xmlservice API methods
image-upload,Image Upload Form Design (1)/server/xmlService.ts,getXmlPath,function,docId: string,string,Service object exposing xmlservice API methods
image-upload,Image Upload Form Design (1)/server/xmlService.ts,listDocuments,function,,DocumentInfo[],Service object exposing xmlservice API methods
image-upload,Image Upload Form Design (1)/server/xmlService.ts,parseXmlFile,function,filePath: string,Document,Service object exposing xmlservice API methods
image-upload,Image Upload Form Design (1)/server/xmlService.ts,removeAllHotspots,function,docId: string,,Service object exposing xmlservice API methods
image-upload,Image Upload Form Design (1)/server/xmlService.ts,requireDocsRoot,function,,string,Service object exposing xmlservice API methods
image-upload,Image Upload Form Design (1)/server/xmlService.ts,setDocsRoot,function,p: string,void,Service object exposing xmlservice API methods
image-upload,Image Upload Form Design (1)/server/xmlService.ts,writeFigureHotspots,function,"docId: string, figId: string, hotspots: HotspotData[]",,Service object exposing xmlservice API methods
image-upload,Image Upload Form Design (1)/server/xmlService.ts,writeHotspots,function,"docId: string, figureHotspots: Record<string, HotspotData[]>",,Service object exposing xmlservice API methods
image-upload,Image Upload Form Design (1)/src/app/App.tsx,App,component,,JSX.Element,React component rendering App UI
image-upload,Image Upload Form Design (1)/src/app/App.tsx,addHotspot,function,"figId: string, hotspot?: HotspotData",,Function: addHotspot
image-upload,Image Upload Form Design (1)/src/app/App.tsx,approveAll,function,,,Function: approveAll
image-upload,Image Upload Form Design (1)/src/app/App.tsx,deleteHotspot,function,"figId: string, index: number",,Function: deleteHotspot
image-upload,Image Upload Form Design (1)/src/app/App.tsx,handleAiDetect,function,figId: string,,Event handler for AiDetect action
image-upload,Image Upload Form Design (1)/src/app/App.tsx,handleAiDetectAll,function,,,Event handler for AiDetectAll action
image-upload,Image Upload Form Design (1)/src/app/App.tsx,handleAutoDetect,function,figId: string,,Event handler for AutoDetect action
image-upload,Image Upload Form Design (1)/src/app/App.tsx,handleAutoDetectAll,function,,,Event handler for AutoDetectAll action
image-upload,Image Upload Form Design (1)/src/app/App.tsx,handleRemoveAll,function,,,Event handler for RemoveAll action
image-upload,Image Upload Form Design (1)/src/app/App.tsx,handleRemoveAllUnmatched,function,,,Event handler for RemoveAllUnmatched action
image-upload,Image Upload Form Design (1)/src/app/App.tsx,handleRemoveUnmatched,function,figId: string,,Event handler for RemoveUnmatched action
image-upload,Image Upload Form Design (1)/src/app/App.tsx,handleSetFolder,function,,,Event handler for SetFolder action
image-upload,Image Upload Form Design (1)/src/app/App.tsx,handleVerifyAllTopics,function,,,Event handler for VerifyAllTopics action
image-upload,Image Upload Form Design (1)/src/app/App.tsx,handleVerifyTopics,function,figId: string,,Event handler for VerifyTopics action
image-upload,Image Upload Form Design (1)/src/app/App.tsx,handleWriteFigure,function,figId: string,,Event handler for WriteFigure action
image-upload,Image Upload Form Design (1)/src/app/App.tsx,handleWriteToXml,function,,,Event handler for WriteToXml action
image-upload,Image Upload Form Design (1)/src/app/App.tsx,toggleApproval,function,figId: string,,Function: toggleApproval
image-upload,Image Upload Form Design (1)/src/app/App.tsx,updateHotspot,function,"figId: string, index: number, updates: Partial<HotspotData>",,Function: updateHotspot
image-upload,Image Upload Form Design (1)/src/app/components/ApprovalPanel.tsx,ApprovalPanel,component,"{ figures, workingHotspots, approvalStatus, onToggleApproval, onApproveAll, onWriteToXml, isWriting, }: ApprovalPanelProps",JSX.Element,React component rendering ApprovalPanel UI
image-upload,Image Upload Form Design (1)/src/app/components/ApprovalPanel.tsx,ApprovalPanelProps,interface,"figures: FigureData[]; workingHotspots: Record<string, HotspotData[]>; approvalStatus: Record<string, boolean>; onToggleApproval: ; figId: string; onApproveAll: ; onWriteToXml: ; isWriting: boolean",TypeScript interface,Interface defining shape of ApprovalPanelProps objects
image-upload,Image Upload Form Design (1)/src/app/components/FullscreenImageViewer.tsx,FullscreenImageViewer,component,"{ imageUrl, imageName, hotspots, sections, isVerified, onClose, onUpdateHotspot, onAddHotspot, onDeleteHotspot, onRegionOcr, }: FullscreenImageViewerProps",JSX.Element,React component rendering FullscreenImageViewer UI
image-upload,Image Upload Form Design (1)/src/app/components/FullscreenImageViewer.tsx,FullscreenImageViewerProps,interface,"imageUrl: string; imageName: string; hotspots: HotspotData[]; sections: SectionInfo[]; isVerified: boolean; onClose: ; onUpdateHotspot: ; index: number, updates",TypeScript interface,Interface defining shape of FullscreenImageViewerProps objects
image-upload,Image Upload Form Design (1)/src/app/components/FullscreenImageViewer.tsx,handleMouseDown,function,e: MouseEvent<HTMLDivElement>,,Event handler for MouseDown action
image-upload,Image Upload Form Design (1)/src/app/components/FullscreenImageViewer.tsx,handleMouseMove,function,e: MouseEvent<HTMLDivElement>,,Event handler for MouseMove action
image-upload,Image Upload Form Design (1)/src/app/components/FullscreenImageViewer.tsx,handleMouseUp,function,,,Event handler for MouseUp action
image-upload,Image Upload Form Design (1)/src/app/components/TargetSectionPicker.tsx,TargetSectionPicker,component,"{ sections, value, onChange }: TargetSectionPickerProps",JSX.Element,React component rendering TargetSectionPicker UI
image-upload,Image Upload Form Design (1)/src/app/components/TargetSectionPicker.tsx,TargetSectionPickerProps,interface,sections: SectionInfo[]; value: string; onChange: ; sectionId: string,TypeScript interface,Interface defining shape of TargetSectionPickerProps objects
image-upload,Image Upload Form Design (1)/src/app/components/TargetSectionPicker.tsx,handleClickOutside,function,e: MouseEvent,,Event handler for ClickOutside action
